titulo_puesto,empresa,carrera_requerida,provincia,experiencia_requerida,salario_minimo,salario_maximo,fecha_publicacion,sector
Auditor,Holcim Ecuador,Administración de Empresas,Manabí,2 años,1118,1236,2025-11-09,Privado
Auxiliar de Enfermería,Halliburton,Enfermería,Guayas,1 año,766,930,2025-09-12,Privado
Psicólogo Clínico,Diners Club,Medicina,El Oro,1 año,1493,1881,2025-09-10,Privado
Ejecutivo de Ventas,SRI,Marketing,El Oro,3 años,1177,1295,2025-11-29,Público
Scrum Master,Tecnipak,Ingeniería en Sistemas,Tungurahua,Sin experiencia,1046,1252,2025-10-06,Privado
Especialista en Ciberseguridad,Corporación GPF,Ingeniería en Sistemas,Pichincha,4 años,1957,2331,2025-11-06,Privado
Ingeniero Industrial,Corporación GPF,Ingeniería Eléctrica,El Oro,4 años,1901,2367,2025-11-15,Privado
Jefe de Recursos Humanos,Fybeca,Administración de Empresas,Manabí,3 años,1177,1389,2025-11-05,Privado
Analista Financiero,Corporación El Rosado,Contabilidad y Auditoría,El Oro,2 años,1008,1208,2025-11-15,Privado
Nutricionista,Tecnipak,Enfermería,Pichincha,4 años,1142,1458,2025-10-19,Privado
Coordinador Administrativo,ARCA Continental,Contabilidad y Auditoría,Tungurahua,1 año,857,970,2025-09-12,Privado
Gerente General,Corporación El Rosado,Contabilidad y Auditoría,Tungurahua,Sin experiencia,619,759,2025-09-27,Privado
Diseñador Gráfico,IESS,Comunicación Social,El Oro,1 año,734,928,2025-09-21,Público
Ingeniero de Proyectos,Pronaca,Ingeniería Eléctrica,Tungurahua,3 años,1417,1559,2025-11-16,Privado
Auditor,Hospital Metropolitano,Administración de Empresas,Manabí,Sin experiencia,664,827,2025-10-24,Privado
Ingeniero de Calidad,Almacenes Juan Eljuri,Ingeniería Eléctrica,El Oro,2 años,1404,1605,2025-10-21,Privado
Enfermero/a,Ministerio de Educación,Enfermería,El Oro,5+ años,1440,1628,2025-12-04,Público
Ingeniero Civil,Grupo Wright,Ingeniería Civil,Pichincha,4 años,1758,2255,2025-12-04,Privado
Ejecutivo de Ventas,Schlumberger,Marketing,Azuay,2 años,1086,1312,2025-09-19,Privado
Ingeniero Civil,Corporación Favorita,Ingeniería Civil,Pichincha,Sin experiencia,844,963,2025-12-03,Privado
Enfermero/a,Claro Ecuador,Medicina,Manabí,3 años,2289,2711,2025-10-22,Privado
Médico General,Produbanco,Enfermería,Azuay,2 años,821,937,2025-10-31,Privado
Analista de E-commerce,Industrias Ales,Comunicación Social,El Oro,Sin experiencia,613,679,2025-11-08,Privado
DevOps Engineer,Universidad San Francisco,Ingeniería en Sistemas,Azuay,Sin experiencia,869,1077,2025-10-26,Privado
Ingeniero Mecánico,Tecnipak,Ingeniería Eléctrica,El Oro,4 años,1790,2284,2025-12-03,Privado
Ingeniero Civil,Repsol Ecuador,Ingeniería Industrial,Pichincha,3 años,1529,1914,2025-09-18,Privado
Ingeniero Ambiental,OCP Ecuador,Ingeniería Industrial,Pichincha,3 años,1328,1681,2025-11-26,Privado
Auxiliar de Enfermería,Repsol Ecuador,Medicina,El Oro,4 años,2321,2833,2025-11-06,Privado
Desarrollador Mobile,Produbanco,Ingeniería en Sistemas,Tungurahua,2 años,1519,1930,2025-10-04,Privado
Content Manager,Nestlé Ecuador,Comunicación Social,Pichincha,2 años,933,1137,2025-12-02,Privado
Analista de Business Intelligence,ARCA Continental,Ingeniería en Sistemas,Pichincha,2 años,1440,1717,2025-12-05,Privado
Content Manager,Cervecería Nacional,Comunicación Social,Azuay,1 año,762,944,2025-11-08,Privado
Coordinador Administrativo,Diners Club,Administración de Empresas,Guayas,2 años,980,1195,2025-10-31,Privado
Odontólogo/a,Holcim Ecuador,Medicina,Guayas,3 años,2092,2405,2025-10-26,Privado
Asistente Contable,Pronaca,Administración de Empresas,Azuay,2 años,1011,1180,2025-12-03,Privado
Brand Manager,Ministerio de Educación,Comunicación Social,El Oro,4 años,1186,1470,2025-09-21,Público
Odontólogo/a,Consorcio Nobis,Medicina,Guayas,2 años,1886,2431,2025-11-18,Privado
DevOps Engineer,Moderna Alimentos,Ingeniería en Sistemas,Azuay,2 años,1524,1807,2025-12-06,Privado
Supervisor de Obra,Nestlé Ecuador,Ingeniería Eléctrica,Manabí,2 años,1313,1517,2025-11-17,Privado
Enfermero/a,Holcim Ecuador,Enfermería,Pichincha,2 años,800,1031,2025-10-22,Privado
Ingeniero de Calidad,Grupo Wright,Ingeniería Industrial,Guayas,3 años,1513,1929,2025-09-22,Privado
Ingeniero de Software,OCP Ecuador,Ingeniería en Sistemas,Tungurahua,1 año,1124,1280,2025-11-30,Privado
Supervisor de Obra,Claro Ecuador,Ingeniería Eléctrica,Manabí,2 años,1205,1515,2025-09-30,Privado
Content Manager,Unilever Andina,Comunicación Social,Tungurahua,Sin experiencia,544,620,2025-10-15,Privado
Asistente Contable,Banco Pichincha,Administración de Empresas,Azuay,1 año,820,1031,2025-09-21,Privado
Ingeniero Ambiental,Almacenes Juan Eljuri,Ingeniería Eléctrica,Pichincha,2 años,1268,1600,2025-10-17,Privado
Jefe de Mantenimiento,IESS,Ingeniería Civil,Guayas,3 años,1590,1901,2025-10-04,Público
Odontólogo/a,Repsol Ecuador,Medicina,Tungurahua,5+ años,3080,3721,2025-09-16,Privado
Contador,Grupo Wright,Administración de Empresas,Guayas,2 años,1158,1289,2025-11-11,Privado
Farmacéutico/a,CNT,Medicina,Guayas,3 años,2153,2546,2025-11-26,Público
Auditor,Claro Ecuador,Contabilidad y Auditoría,Manabí,2 años,875,1038,2025-10-18,Privado
Médico General,Ministerio de Salud,Enfermería,El Oro,2 años,878,1031,2025-11-03,Público
Ejecutivo de Ventas,Consorcio Nobis,Comunicación Social,Manabí,Sin experiencia,613,771,2025-10-29,Privado
Auditor,Almacenes Juan Eljuri,Administración de Empresas,Azuay,1 año,899,1002,2025-11-22,Privado
Arquitecto de Software,Holcim Ecuador,Ingeniería en Sistemas,Tungurahua,1 año,1100,1406,2025-09-25,Privado
Desarrollador Mobile,Movistar Ecuador,Ingeniería en Sistemas,Manabí,2 años,1376,1692,2025-10-20,Privado
Coordinador de Publicidad,Universidad San Francisco,Marketing,Azuay,Sin experiencia,728,869,2025-11-08,Privado
Farmacéutico/a,Consorcio Nobis,Enfermería,Manabí,Sin experiencia,541,669,2025-10-20,Privado
Ingeniero de Proyectos,Holcim Ecuador,Ingeniería Eléctrica,Azuay,1 año,1128,1451,2025-10-13,Privado
Coordinador de Publicidad,Ministerio de Educación,Comunicación Social,Azuay,5+ años,1628,1896,2025-10-07,Público
Ejecutivo de Ventas,Fybeca,Comunicación Social,Azuay,1 año,703,820,2025-12-02,Privado
Psicólogo Clínico,Claro Ecuador,Enfermería,Tungurahua,2 años,827,1018,2025-11-24,Privado
Analista Financiero,Ministerio de Salud,Administración de Empresas,El Oro,1 año,933,1159,2025-11-16,Público
Auditor,La Fabril,Contabilidad y Auditoría,Tungurahua,2 años,963,1081,2025-10-14,Privado
Ingeniero Eléctrico,Hospital Metropolitano,Ingeniería Civil,Guayas,1 año,1185,1495,2025-10-24,Privado
Ingeniero de Calidad,Industrias Ales,Ingeniería Civil,El Oro,1 año,1049,1273,2025-11-14,Privado
Contador,Claro Ecuador,Contabilidad y Auditoría,Tungurahua,2 años,877,986,2025-10-25,Privado
Ingeniero de Calidad,Banco Pichincha,Ingeniería Eléctrica,Pichincha,Sin experiencia,825,1061,2025-11-09,Privado
Ingeniero de Proyectos,Movistar Ecuador,Ingeniería Industrial,Tungurahua,Sin experiencia,810,923,2025-09-13,Privado
Auxiliar de Enfermería,Nestlé Ecuador,Enfermería,Manabí,1 año,691,803,2025-09-24,Privado
Gerente de Operaciones,Corporación GPF,Administración de Empresas,Pichincha,Sin experiencia,653,727,2025-09-20,Privado
Ingeniero de Proyectos,Movistar Ecuador,Ingeniería Eléctrica,Guayas,Sin experiencia,929,1193,2025-12-03,Privado
Fisioterapeuta,Pronaca,Enfermería,El Oro,1 año,709,781,2025-10-20,Privado
Gerente de Marketing,Diners Club,Comunicación Social,Manabí,3 años,995,1138,2025-11-23,Privado
Gerente de Marketing,Fybeca,Comunicación Social,Guayas,2 años,837,1013,2025-10-17,Privado
Ingeniero Industrial,Repsol Ecuador,Ingeniería Civil,Guayas,2 años,1331,1468,2025-09-27,Privado
Farmacéutico/a,Movistar Ecuador,Medicina,Manabí,1 año,1387,1593,2025-10-29,Privado
Ingeniero Eléctrico,La Fabril,Ingeniería Civil,Tungurahua,4 años,1642,1863,2025-10-05,Privado
Analista de Marketing Digital,Banco Pichincha,Marketing,Guayas,1 año,879,1043,2025-11-22,Privado
Auxiliar de Enfermería,IESS,Enfermería,Guayas,Sin experiencia,515,574,2025-11-02,Público
Ingeniero Industrial,Repsol Ecuador,Ingeniería Industrial,Tungurahua,2 años,1260,1391,2025-10-11,Privado
Jefe de Mantenimiento,Tecnipak,Ingeniería Civil,Tungurahua,Sin experiencia,852,940,2025-11-10,Privado
Content Manager,ARCA Continental,Comunicación Social,Tungurahua,1 año,705,795,2025-09-16,Privado
Content Manager,CNT,Comunicación Social,Manabí,2 años,847,984,2025-10-28,Público
Ejecutivo de Ventas,Diners Club,Marketing,Guayas,4 años,1327,1692,2025-09-10,Privado
Ejecutivo de Ventas,Holcim Ecuador,Comunicación Social,Manabí,2 años,938,1035,2025-11-19,Privado
Jefe de Recursos Humanos,Repsol Ecuador,Contabilidad y Auditoría,Pichincha,3 años,1117,1390,2025-10-31,Privado
Tecnólogo Médico,Claro Ecuador,Medicina,Azuay,5+ años,2837,3328,2025-10-10,Privado
Ingeniero Industrial,CNT,Ingeniería Industrial,Guayas,Sin experiencia,856,1052,2025-11-22,Público
Ingeniero Eléctrico,Pronaca,Ingeniería Eléctrica,Manabí,1 año,1070,1339,2025-09-18,Privado
Gerente de Operaciones,Cervecería Nacional,Administración de Empresas,Azuay,1 año,824,1059,2025-11-03,Privado
Analista Financiero,Corporación El Rosado,Administración de Empresas,Manabí,2 años,1032,1324,2025-10-06,Privado
Psicólogo Clínico,CNT,Enfermería,Tungurahua,2 años,767,977,2025-11-25,Público
Scrum Master,EP Petroecuador,Ingeniería en Sistemas,Azuay,4 años,1938,2496,2025-09-28,Privado
Ingeniero Civil,Ministerio de Salud,Ingeniería Civil,Tungurahua,3 años,1605,1787,2025-09-19,Público
Diseñador Gráfico,Unilever Andina,Marketing,Manabí,2 años,1030,1208,2025-09-29,Privado
Gerente General,EP Petroecuador,Administración de Empresas,Guayas,1 año,951,1108,2025-09-28,Privado
Coordinador de Publicidad,Corporación Favorita,Marketing,Tungurahua,3 años,1191,1323,2025-09-24,Privado
Asistente Administrativo,Industrias Ales,Administración de Empresas,Guayas,5+ años,1924,2209,2025-11-23,Privado
Analista de Recursos Humanos,Movistar Ecuador,Contabilidad y Auditoría,Manabí,3 años,1063,1206,2025-09-21,Privado
Ingeniero Industrial,Pronaca,Ingeniería Civil,Pichincha,Sin experiencia,964,1086,2025-10-13,Privado
Ingeniero de Proyectos,Moderna Alimentos,Ingeniería Industrial,El Oro,2 años,1261,1525,2025-10-28,Privado
Jefe de Mantenimiento,Almacenes Juan Eljuri,Ingeniería Eléctrica,Azuay,Sin experiencia,930,1130,2025-10-28,Privado
Coordinador de Publicidad,Halliburton,Marketing,Guayas,1 año,850,1019,2025-09-11,Privado
Ingeniero Mecánico,Corporación GPF,Ingeniería Civil,Azuay,Sin experiencia,812,1040,2025-10-25,Privado
Psicólogo Clínico,Corporación GPF,Enfermería,Pichincha,2 años,808,920,2025-09-09,Privado
Ingeniero de Calidad,Corporación El Rosado,Ingeniería Civil,Manabí,3 años,1652,2078,2025-09-24,Privado
Content Manager,SRI,Marketing,Guayas,Sin experiencia,614,703,2025-11-02,Público
Brand Manager,Schlumberger,Marketing,Manabí,1 año,886,1040,2025-10-03,Privado
Ingeniero Industrial,Halliburton,Ingeniería Industrial,Pichincha,2 años,1138,1284,2025-11-27,Privado
Psicólogo Clínico,Corporación GPF,Medicina,Pichincha,1 año,1455,1865,2025-11-29,Privado
Enfermero/a,Diners Club,Enfermería,Azuay,Sin experiencia,595,720,2025-09-12,Privado
Ingeniero Mecánico,Fybeca,Ingeniería Industrial,Azuay,2 años,1126,1446,2025-09-28,Privado
Analista de Datos,Corporación El Rosado,Ingeniería en Sistemas,El Oro,3 años,1750,2019,2025-09-10,Privado
Ingeniero Eléctrico,Almacenes Juan Eljuri,Ingeniería Eléctrica,Azuay,Sin experiencia,796,939,2025-11-24,Privado
Supervisor de Obra,Universidad San Francisco,Ingeniería Industrial,Azuay,Sin experiencia,778,980,2025-11-20,Privado
Auxiliar de Enfermería,Moderna Alimentos,Medicina,Manabí,1 año,1579,1748,2025-11-16,Privado
Coordinador de Publicidad,Holcim Ecuador,Comunicación Social,Guayas,4 años,1303,1531,2025-11-30,Privado
Ingeniero Ambiental,Corporación El Rosado,Ingeniería Industrial,Guayas,3 años,1473,1678,2025-11-24,Privado
Psicólogo Clínico,Schlumberger,Enfermería,Guayas,3 años,890,1032,2025-09-24,Privado
Ingeniero de Calidad,Ministerio de Salud,Ingeniería Civil,Manabí,1 año,1165,1487,2025-10-31,Público
Técnico Industrial,Claro Ecuador,Ingeniería Eléctrica,Guayas,2 años,1188,1322,2025-09-11,Privado
Brand Manager,Holcim Ecuador,Marketing,Guayas,Sin experiencia,675,874,2025-12-02,Privado
Ingeniero Mecánico,OCP Ecuador,Ingeniería Industrial,El Oro,2 años,1190,1523,2025-11-24,Privado
Coordinador Administrativo,Claro Ecuador,Contabilidad y Auditoría,Tungurahua,4 años,1294,1653,2025-10-19,Privado
Gerente General,Corporación El Rosado,Contabilidad y Auditoría,El Oro,2 años,994,1235,2025-11-12,Privado
Analista de E-commerce,SRI,Marketing,Guayas,4 años,1445,1714,2025-10-11,Público
Gerente General,Produbanco,Contabilidad y Auditoría,Manabí,3 años,1225,1590,2025-09-13,Privado
Gerente de Marketing,Claro Ecuador,Comunicación Social,Pichincha,Sin experiencia,638,772,2025-10-05,Privado
Jefe de Mantenimiento,Corporación El Rosado,Ingeniería Civil,Pichincha,4 años,1829,2196,2025-10-29,Privado
Tecnólogo Médico,Hospital Metropolitano,Enfermería,Azuay,Sin experiencia,513,580,2025-11-07,Privado
Nutricionista,Cervecería Nacional,Medicina,Manabí,2 años,1766,2095,2025-10-30,Privado
Ingeniero Civil,Hospital Metropolitano,Ingeniería Industrial,Azuay,Sin experiencia,738,846,2025-11-08,Privado
Farmacéutico/a,IESS,Enfermería,Manabí,Sin experiencia,552,633,2025-10-08,Público
Diseñador Gráfico,Hospital Metropolitano,Comunicación Social,Guayas,2 años,917,1117,2025-09-17,Privado
Enfermero/a,OCP Ecuador,Medicina,El Oro,1 año,1352,1633,2025-11-09,Privado
Odontólogo/a,Cervecería Nacional,Medicina,Pichincha,2 años,1789,1979,2025-10-14,Privado
Jefe de Recursos Humanos,OCP Ecuador,Contabilidad y Auditoría,Pichincha,2 años,895,1039,2025-09-19,Privado
Scrum Master,OCP Ecuador,Ingeniería en Sistemas,Pichincha,Sin experiencia,981,1240,2025-10-01,Privado
Asistente Contable,Moderna Alimentos,Administración de Empresas,Pichincha,Sin experiencia,686,794,2025-11-13,Privado
Farmacéutico/a,Diners Club,Medicina,Guayas,2 años,1643,2006,2025-10-10,Privado
Gerente General,Nestlé Ecuador,Administración de Empresas,Manabí,1 año,919,1137,2025-09-11,Privado
Nutricionista,CNT,Enfermería,El Oro,3 años,974,1159,2025-11-11,Público
Gerente de Marketing,Schlumberger,Marketing,Manabí,3 años,1263,1448,2025-10-16,Privado
Auditor,SRI,Contabilidad y Auditoría,Manabí,3 años,1041,1177,2025-09-17,Público
Scrum Master,Unilever Andina,Ingeniería en Sistemas,Guayas,3 años,1548,1841,2025-09-26,Privado
Psicólogo Clínico,Hospital Metropolitano,Medicina,El Oro,2 años,1735,1991,2025-11-07,Privado
Tecnólogo Médico,Unilever Andina,Enfermería,El Oro,3 años,1012,1249,2025-11-21,Privado
Ejecutivo de Ventas,Industrias Ales,Marketing,El Oro,1 año,770,871,2025-10-01,Privado
Gerente de Operaciones,Cervecería Nacional,Contabilidad y Auditoría,Pichincha,1 año,854,1076,2025-10-26,Privado
Coordinador Administrativo,La Fabril,Administración de Empresas,El Oro,3 años,1377,1730,2025-10-18,Privado
Ingeniero Industrial,Universidad San Francisco,Ingeniería Industrial,El Oro,2 años,1312,1554,2025-10-17,Privado
Diseñador Gráfico,Banco Pichincha,Comunicación Social,Guayas,3 años,1145,1354,2025-11-08,Privado
Contador,Pronaca,Contabilidad y Auditoría,Guayas,3 años,1061,1295,2025-10-12,Privado
Ingeniero Industrial,Halliburton,Ingeniería Civil,Pichincha,4 años,1855,2274,2025-10-20,Privado
Especialista en SEO,Hospital Metropolitano,Comunicación Social,Pichincha,4 años,1105,1386,2025-11-10,Privado
Ingeniero Eléctrico,Corporación El Rosado,Ingeniería Civil,Azuay,2 años,1367,1738,2025-11-10,Privado
Coordinador de Publicidad,Schlumberger,Marketing,Tungurahua,1 año,933,1140,2025-11-24,Privado
Ingeniero de Calidad,Pronaca,Ingeniería Civil,Manabí,2 años,1442,1756,2025-10-14,Privado
Jefe de Mantenimiento,Pronaca,Ingeniería Eléctrica,Azuay,1 año,1063,1255,2025-11-26,Privado
Auxiliar de Enfermería,Halliburton,Medicina,Manabí,2 años,1949,2381,2025-10-06,Privado
Analista de Recursos Humanos,Ministerio de Educación,Contabilidad y Auditoría,Manabí,3 años,1067,1363,2025-09-11,Público
Técnico Industrial,Claro Ecuador,Ingeniería Civil,Manabí,3 años,1467,1769,2025-09-12,Privado
Jefe de Mantenimiento,SRI,Ingeniería Civil,Manabí,1 año,990,1098,2025-09-16,Público
Coordinador de Publicidad,Halliburton,Marketing,Pichincha,1 año,850,1096,2025-11-27,Privado
Analista de E-commerce,Cervecería Nacional,Marketing,Manabí,2 años,1119,1278,2025-11-30,Privado
Ingeniero Ambiental,Unilever Andina,Ingeniería Eléctrica,Guayas,Sin experiencia,954,1123,2025-10-19,Privado
Gerente General,Ministerio de Salud,Administración de Empresas,Pichincha,4 años,1493,1666,2025-11-28,Público
Jefe de Mantenimiento,Corporación Favorita,Ingeniería Civil,Pichincha,1 año,1018,1272,2025-10-10,Privado
Analista Financiero,Claro Ecuador,Administración de Empresas,Manabí,1 año,839,994,2025-09-27,Privado
Gerente de Operaciones,Diners Club,Contabilidad y Auditoría,Azuay,Sin experiencia,703,870,2025-11-27,Privado
Enfermero/a,Corporación El Rosado,Medicina,Pichincha,2 años,1927,2120,2025-10-07,Privado
Psicólogo Clínico,EP Petroecuador,Medicina,Pichincha,2 años,1895,2212,2025-11-10,Privado
Jefe de Mantenimiento,Grupo Wright,Ingeniería Eléctrica,Pichincha,1 año,1095,1339,2025-09-17,Privado
Gerente de Operaciones,Fybeca,Contabilidad y Auditoría,Guayas,Sin experiencia,625,711,2025-10-09,Privado
Scrum Master,OCP Ecuador,Ingeniería en Sistemas,Pichincha,2 años,1342,1568,2025-11-12,Privado
Ingeniero Eléctrico,Industrias Ales,Ingeniería Eléctrica,El Oro,1 año,1067,1246,2025-10-26,Privado
Enfermero/a,Grupo Wright,Enfermería,Manabí,3 años,923,1050,2025-11-27,Privado
Técnico Industrial,Holcim Ecuador,Ingeniería Industrial,El Oro,2 años,1134,1396,2025-11-09,Privado
Jefe de Mantenimiento,Repsol Ecuador,Ingeniería Eléctrica,Azuay,1 año,1131,1289,2025-09-12,Privado
DevOps Engineer,Ministerio de Salud,Ingeniería en Sistemas,Pichincha,1 año,1217,1342,2025-12-01,Público
Jefe de Recursos Humanos,Halliburton,Contabilidad y Auditoría,El Oro,5+ años,1708,2210,2025-11-05,Privado
Odontólogo/a,Nestlé Ecuador,Medicina,Tungurahua,2 años,1807,2264,2025-11-21,Privado
Coordinador Administrativo,Moderna Alimentos,Administración de Empresas,Tungurahua,3 años,1385,1724,2025-10-20,Privado
Farmacéutico/a,Pronaca,Medicina,El Oro,Sin experiencia,1156,1343,2025-10-31,Privado
Community Manager,Nestlé Ecuador,Marketing,Pichincha,2 años,1109,1367,2025-09-24,Privado
Content Manager,Corporación El Rosado,Marketing,Azuay,Sin experiencia,658,778,2025-09-16,Privado
Supervisor de Obra,Holcim Ecuador,Ingeniería Eléctrica,Manabí,2 años,1269,1471,2025-09-09,Privado
Especialista en Ciberseguridad,Universidad San Francisco,Ingeniería en Sistemas,Guayas,5+ años,2501,3186,2025-11-13,Privado
Analista de E-commerce,Nestlé Ecuador,Comunicación Social,Azuay,1 año,692,896,2025-10-19,Privado
Gerente de Operaciones,EP Petroecuador,Contabilidad y Auditoría,Tungurahua,Sin experiencia,603,759,2025-10-06,Privado
